Comunidad autonoma;Grupo;Anyo;Mes;IPC
Melilla;Vestido y calzado;2020;Abril;109,26
Castilla y Leon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;101,59
Principado de Asturias;Transporte;2020;Abril;101,70
Castilla y Leon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;97,13
Castilla y Leon;Vestido y calzado;2020;Abril;106,85
Castilla y Leon;Bebidas alcoholicas y tabaco;2020;Abril;104,74
Melilla;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;100,30
Castilla y Leon;Alimentos y bebidas no alcoholicas;2020;Abril;107,41
Cantabria;Otros bienes y servicios ;2020;Abril;104,25
Principado de Asturias;Comunicaciones;2020;Abril;104,37
Cantabria;Restaurantes y hoteles;2020;Abril;107,13
Cantabria;Ensenyanza;2020;Abril;102,48
Castilla y Leon;Restaurantes y hoteles;2020;Abril;107,36
Andalucia;Vestido y calzado;2020;Abril;108,01
Castilla y Leon;Otros bienes y servicios ;2020;Abril;103,89
Castilla - La Mancha;Alimentos y bebidas no alcoholicas;2020;Abril;108,03
Ceuta;Ensenyanza;2020;Abril;104,72
Catalunya;Bebidas alcoholicas y tabaco;2020;Abril;105,41
Catalunya;Alimentos y bebidas no alcoholicas;2020;Abril;108,70
Principado de Asturias;Vestido y calzado;2020;Abril;106,75
Castilla - La Mancha;Otros bienes y servicios ;2020;Abril;103,86
Castilla - La Mancha;Restaurantes y hoteles;2020;Abril;107,41
Ceuta;Restaurantes y hoteles;2020;Abril;102,57
La Rioja;Ensenyanza;2020;Abril;104,80
Castilla - La Mancha;Ocio y cultura;2020;Abril;98,56
Melilla;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;102,53
Castilla - La Mancha;Comunicaciones;2020;Abril;105,90
Castilla - La Mancha;Transporte;2020;Abril;102,16
Ceuta;Otros bienes y servicios ;2020;Abril;101,23
Castilla - La Mancha;Sanidad;2020;Abril;101,55
Castilla - La Mancha;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;100,03
Castilla - La Mancha;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;96,45
Castilla - La Mancha;Vestido y calzado;2020;Abril;107,67
Melilla;Alimentos y bebidas no alcoholicas;2020;Abril;106,32
Principado de Asturias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;100,88
Castilla - La Mancha;Bebidas alcoholicas y tabaco;2020;Abril;104,83
Principado de Asturias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;97,72
Catalunya;Vestido y calzado;2020;Abril;107,54
Cantabria;Ocio y cultura;2020;Abril;98,60
Cantabria;Transporte;2020;Abril;104,61
Canarias;Vestido y calzado;2020;Abril;108,70
Canarias;Bebidas alcoholicas y tabaco;2020;Abril;118,57
Canarias;Alimentos y bebidas no alcoholicas;2020;Abril;106,07
Melilla;Ensenyanza;2020;Abril;101,92
Illes Balears;Otros bienes y servicios ;2020;Abril;105,26
Illes Balears;Restaurantes y hoteles;2020;Abril;108,05
Illes Balears;Alimentos y bebidas no alcoholicas;2020;Abril;105,96
Illes Balears;Ensenyanza;2020;Abril;105,12
Illes Balears;Ocio y cultura;2020;Abril;99,85
Melilla;Restaurantes y hoteles;2020;Abril;105,72
Illes Balears;Comunicaciones;2020;Abril;106,23
Illes Balears;Transporte;2020;Abril;101,14
Andalucia;Alimentos y bebidas no alcoholicas;2020;Abril;107,33
Illes Balears;Sanidad;2020;Abril;101,22
Illes Balears;Bebidas alcoholicas y tabaco;2020;Abril;103,19
Illes Balears;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;100,74
Melilla;Otros bienes y servicios ;2020;Abril;100,77
Illes Balears;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;100,06
Illes Balears;Vestido y calzado;2020;Abril;105,97
Principado de Asturias;Otros bienes y servicios ;2020;Abril;106,16
Canarias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;99,13
Melilla;Ocio y cultura;2020;Abril;99,29
Canarias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;98,73
Principado de Asturias;Ocio y cultura;2020;Abril;98,52
Cantabria;Sanidad;2020;Abril;103,94
Melilla;Sanidad;2020;Abril;102,56
Cantabria;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;99,95
Cantabria;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;97,70
Cantabria;Vestido y calzado;2020;Abril;104,50
Andalucia;Bebidas alcoholicas y tabaco;2020;Abril;104,17
Cantabria;Bebidas alcoholicas y tabaco;2020;Abril;104,01
Melilla;Transporte;2020;Abril;96,69
Cantabria;Comunicaciones;2020;Abril;106,65
Principado de Asturias;Ensenyanza;2020;Abril;99,61
Canarias;Otros bienes y servicios ;2020;Abril;103,46
Canarias;Restaurantes y hoteles;2020;Abril;107,53
Canarias;Ensenyanza;2020;Abril;101,03
Melilla;Comunicaciones;2020;Abril;104,41
Canarias;Ocio y cultura;2020;Abril;98,87
Principado de Asturias;Restaurantes y hoteles;2020;Abril;106,17
Canarias;Comunicaciones;2020;Abril;104,99
Canarias;Transporte;2020;Abril;106,88
Canarias;Sanidad;2020;Abril;100,28
Cantabria;Alimentos y bebidas no alcoholicas;2020;Abril;106,90
Catalunya;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;98,96
Castilla - La Mancha;Ensenyanza;2020;Abril;103,97
Aragon;Restaurantes y hoteles;2020;Abril;108,98
Extremadura;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;100,35
Extremadura;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;96,75
Galicia;Ocio y cultura;2020;Abril;99,22
Ceuta;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;99,48
La Rioja;Otros bienes y servicios ;2020;Abril;103,41
Extremadura;Vestido y calzado;2020;Abril;109,26
Aragon;Ensenyanza;2020;Abril;103,88
Extremadura;Bebidas alcoholicas y tabaco;2020;Abril;104,50
Galicia;Ensenyanza;2020;Abril;105,38
Extremadura;Alimentos y bebidas no alcoholicas;2020;Abril;106,68
Aragon;Sanidad;2020;Abril;102,20
Comunitat Valenciana;Otros bienes y servicios ;2020;Abril;103,85
Ceuta;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;96,85
Comunitat Valenciana;Restaurantes y hoteles;2020;Abril;107,62
Comunitat Valenciana;Ensenyanza;2020;Abril;102,33
Galicia;Comunicaciones;2020;Abril;104,94
Galicia;Transporte;2020;Abril;101,14
Andalucia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;99,66
Extremadura;Sanidad;2020;Abril;100,83
Galicia;Bebidas alcoholicas y tabaco;2020;Abril;105,35
Galicia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;101,38
Galicia;Alimentos y bebidas no alcoholicas;2020;Abril;107,06
Aragon;Transporte;2020;Abril;101,98
Ceuta;Alimentos y bebidas no alcoholicas;2020;Abril;105,05
Ceuta;Bebidas alcoholicas y tabaco;2020;Abril;104,63
Aragon;Comunicaciones;2020;Abril;105,28
Galicia;Vestido y calzado;2020;Abril;106,28
Extremadura;Otros bienes y servicios ;2020;Abril;103,18
Extremadura;Ensenyanza;2020;Abril;105,07
Extremadura;Ocio y cultura;2020;Abril;100,14
Galicia;Sanidad;2020;Abril;103,52
Ceuta;Vestido y calzado;2020;Abril;112,59
Extremadura;Comunicaciones;2020;Abril;104,28
Aragon;Ocio y cultura;2020;Abril;99,29
Extremadura;Transporte;2020;Abril;102,37
Extremadura;Restaurantes y hoteles;2020;Abril;107,43
Comunitat Valenciana;Ocio y cultura;2020;Abril;100,90
Galicia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;97,85
Comunitat Valenciana;Bebidas alcoholicas y tabaco;2020;Abril;103,91
Comunitat Valenciana;Alimentos y bebidas no alcoholicas;2020;Abril;107,10
Catalunya;Otros bienes y servicios ;2020;Abril;106,31
Galicia;Restaurantes y hoteles;2020;Abril;108,77
Ceuta;Comunicaciones;2020;Abril;108,53
Catalunya;Restaurantes y hoteles;2020;Abril;108,20
Comunidad de Madrid;Vestido y calzado;2020;Abril;107,03
Comunidad de Madrid;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;100,46
Principado de Asturias;Alimentos y bebidas no alcoholicas;2020;Abril;106,13
Ceuta;Ocio y cultura;2020;Abril;98,39
Catalunya;Ensenyanza;2020;Abril;103,62
Catalunya;Ocio y cultura;2020;Abril;101,47
Andalucia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;98,12
Catalunya;Comunicaciones;2020;Abril;104,69
Aragon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;99,06
Catalunya;Sanidad;2020;Abril;102,78
Andalucia;Sanidad;2020;Abril;101,95
Catalunya;Transporte;2020;Abril;102,43
Comunitat Valenciana;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;100,40
Aragon;Otros bienes y servicios ;2020;Abril;104,39
Ceuta;Transporte;2020;Abril;100,30
Comunitat Valenciana;Vivienda, agua, electricidad, gas y otros combustibles;2020;Abril;97,14
Comunidad de Madrid;Bebidas alcoholicas y tabaco;2020;Abril;104,82
La Rioja;Restaurantes y hoteles;2020;Abril;106,24
Comunidad de Madrid;Alimentos y bebidas no alcoholicas;2020;Abril;106,62
Galicia;Otros bienes y servicios ;2020;Abril;103,55
Comunitat Valenciana;Vestido y calzado;2020;Abril;109,03
Catalunya;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Abril;102,42
Comunitat Valenciana;Sanidad;2020;Abril;102,73
Comunitat Valenciana;Transporte;2020;Abril;101,75
Ceuta;Sanidad;2020;Abril;101,43
Principado de Asturias;Bebidas alcoholicas y tabaco;2020;Abril;104,25
Comunitat Valenciana;Comunicaciones;2020;Abril;103,72
Melilla;Ocio y cultura;2020;Mayo;97,40
La Rioja;Ocio y cultura;2020;Mayo;98,23
La Rioja;Alimentos y bebidas no alcoholicas;2020;Mayo;107,35
Melilla;Otros bienes y servicios ;2020;Mayo;101,05
La Rioja;Ensenyanza;2020;Mayo;104,80
La Rioja;Restaurantes y hoteles;2020;Mayo;106,94
Melilla;Ensenyanza;2020;Mayo;101,92
La Rioja;Otros bienes y servicios ;2020;Mayo;103,39
Andalucia;Sanidad;2020;Mayo;102,15
Melilla;Restaurantes y hoteles;2020;Mayo;106,08
Ceuta;Alimentos y bebidas no alcoholicas;2020;Mayo;105,29
Ceuta;Ensenyanza;2020;Mayo;104,72
Ceuta;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;99,68
Ceuta;Bebidas alcoholicas y tabaco;2020;Mayo;104,65
La Rioja;Sanidad;2020;Mayo;101,18
Ceuta;Restaurantes y hoteles;2020;Mayo;102,90
Ceuta;Ocio y cultura;2020;Mayo;97,63
Ceuta;Otros bienes y servicios ;2020;Mayo;101,39
La Rioja;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;102,72
Ceuta;Comunicaciones;2020;Mayo;108,50
Melilla;Alimentos y bebidas no alcoholicas;2020;Mayo;106,95
Andalucia;Transporte;2020;Mayo;101,29
La Rioja;Transporte;2020;Mayo;103,61
Ceuta;Transporte;2020;Mayo;98,62
Melilla;Bebidas alcoholicas y tabaco;2020;Mayo;103,48
La Rioja;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;96,61
Andalucia;Vestido y calzado;2020;Mayo;110,54
Andalucia;Comunicaciones;2020;Mayo;105,07
Ceuta;Sanidad;2020;Mayo;101,42
Melilla;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;100,54
Ceuta;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;96,99
Andalucia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;99,96
Melilla;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;103,16
La Rioja;Vestido y calzado;2020;Mayo;115,89
Andalucia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;98,38
La Rioja;Comunicaciones;2020;Mayo;104,53
Melilla;Sanidad;2020;Mayo;102,62
Ceuta;Vestido y calzado;2020;Mayo;113,24
Melilla;Transporte;2020;Mayo;95,42
La Rioja;Bebidas alcoholicas y tabaco;2020;Mayo;104,39
Andalucia;Bebidas alcoholicas y tabaco;2020;Mayo;104,34
Melilla;Comunicaciones;2020;Mayo;104,27
Melilla;Vestido y calzado;2020;Mayo;110,75
Illes Balears;Vestido y calzado;2020;Mayo;110,17
Aragon;Comunicaciones;2020;Mayo;105,16
Pais Vasco;Restaurantes y hoteles;2020;Mayo;107,33
Castilla - La Mancha;Ocio y cultura;2020;Mayo;97,15
Principado de Asturias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,68
Castilla - La Mancha;Comunicaciones;2020;Mayo;105,80
Castilla - La Mancha;Transporte;2020;Mayo;101,41
Castilla - La Mancha;Sanidad;2020;Mayo;102,02
Castilla - La Mancha;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,23
Castilla - La Mancha;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;96,06
Principado de Asturias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,85
Castilla - La Mancha;Vestido y calzado;2020;Mayo;109,22
Castilla - La Mancha;Bebidas alcoholicas y tabaco;2020;Mayo;104,79
Castilla - La Mancha;Alimentos y bebidas no alcoholicas;2020;Mayo;107,88
Castilla y Leon;Otros bienes y servicios ;2020;Mayo;104,10
Castilla y Leon;Restaurantes y hoteles;2020;Mayo;107,94
Principado de Asturias;Sanidad;2020;Mayo;100,73
Castilla y Leon;Ensenyanza;2020;Mayo;100,42
Castilla y Leon;Ocio y cultura;2020;Mayo;98,60
Castilla y Leon;Comunicaciones;2020;Mayo;105,01
Castilla y Leon;Transporte;2020;Mayo;103,33
Castilla y Leon;Sanidad;2020;Mayo;102,21
Castilla - La Mancha;Ensenyanza;2020;Mayo;103,97
Principado de Asturias;Transporte;2020;Mayo;101,14
Castilla - La Mancha;Restaurantes y hoteles;2020;Mayo;107,80
Catalunya;Alimentos y bebidas no alcoholicas;2020;Mayo;108,69
Aragon;Otros bienes y servicios ;2020;Mayo;104,29
Comunitat Valenciana;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,38
Comunitat Valenciana;Vestido y calzado;2020;Mayo;111,83
Comunitat Valenciana;Bebidas alcoholicas y tabaco;2020;Mayo;103,99
Comunitat Valenciana;Alimentos y bebidas no alcoholicas;2020;Mayo;107,33
Catalunya;Otros bienes y servicios ;2020;Mayo;106,45
Principado de Asturias;Alimentos y bebidas no alcoholicas;2020;Mayo;105,83
Catalunya;Restaurantes y hoteles;2020;Mayo;108,63
Catalunya;Ensenyanza;2020;Mayo;103,62
Catalunya;Ocio y cultura;2020;Mayo;99,69
Catalunya;Comunicaciones;2020;Mayo;104,56
Catalunya;Transporte;2020;Mayo;101,59
Principado de Asturias;Bebidas alcoholicas y tabaco;2020;Mayo;105,06
Catalunya;Sanidad;2020;Mayo;102,92
Catalunya;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;102,75
Catalunya;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;99,00
Catalunya;Vestido y calzado;2020;Mayo;110,77
Catalunya;Bebidas alcoholicas y tabaco;2020;Mayo;105,45
Principado de Asturias;Vestido y calzado;2020;Mayo;111,03
Castilla - La Mancha;Otros bienes y servicios ;2020;Mayo;104,28
Comunitat Valenciana;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,58
Castilla y Leon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;101,76
Castilla y Leon;Vestido y calzado;2020;Mayo;109,46
Canarias;Transporte;2020;Mayo;105,82
Canarias;Sanidad;2020;Mayo;100,32
Canarias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;98,67
Principado de Asturias;Otros bienes y servicios ;2020;Mayo;105,98
Canarias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;99,29
Canarias;Vestido y calzado;2020;Mayo;111,11
Canarias;Bebidas alcoholicas y tabaco;2020;Mayo;118,69
Canarias;Alimentos y bebidas no alcoholicas;2020;Mayo;106,18
Illes Balears;Otros bienes y servicios ;2020;Mayo;105,33
Illes Balears;Alimentos y bebidas no alcoholicas;2020;Mayo;106,23
Illes Balears;Restaurantes y hoteles;2020;Mayo;108,47
Illes Balears;Ensenyanza;2020;Mayo;105,12
Illes Balears;Ocio y cultura;2020;Mayo;98,89
Illes Balears;Comunicaciones;2020;Mayo;106,14
Illes Balears;Transporte;2020;Mayo;100,47
Illes Balears;Bebidas alcoholicas y tabaco;2020;Mayo;103,46
Illes Balears;Sanidad;2020;Mayo;101,17
Illes Balears;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,34
Illes Balears;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;100,22
Canarias;Comunicaciones;2020;Mayo;104,87
Castilla y Leon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;96,84
Canarias;Ocio y cultura;2020;Mayo;97,69
Canarias;Ensenyanza;2020;Mayo;100,91
Castilla y Leon;Bebidas alcoholicas y tabaco;2020;Mayo;104,86
Castilla y Leon;Alimentos y bebidas no alcoholicas;2020;Mayo;107,40
Principado de Asturias;Comunicaciones;2020;Mayo;104,24
Cantabria;Otros bienes y servicios ;2020;Mayo;104,20
Cantabria;Restaurantes y hoteles;2020;Mayo;107,55
Cantabria;Ensenyanza;2020;Mayo;102,51
Cantabria;Ocio y cultura;2020;Mayo;96,60
Cantabria;Comunicaciones;2020;Mayo;106,56
Principado de Asturias;Ocio y cultura;2020;Mayo;97,19
Cantabria;Transporte;2020;Mayo;103,91
Cantabria;Sanidad;2020;Mayo;103,83
Cantabria;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,33
Cantabria;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,67
Cantabria;Vestido y calzado;2020;Mayo;108,78
Principado de Asturias;Ensenyanza;2020;Mayo;99,61
Cantabria;Bebidas alcoholicas y tabaco;2020;Mayo;104,21
Cantabria;Alimentos y bebidas no alcoholicas;2020;Mayo;106,72
Canarias;Otros bienes y servicios ;2020;Mayo;103,80
Canarias;Restaurantes y hoteles;2020;Mayo;108,15
Principado de Asturias;Restaurantes y hoteles;2020;Mayo;106,65
Pais Vasco;Otros bienes y servicios ;2020;Mayo;104,11
Comunitat Valenciana;Sanidad;2020;Mayo;102,64
Comunitat Valenciana;Comunicaciones;2020;Mayo;103,58
Comunidad Foral de Navarra;Vestido y calzado;2020;Mayo;110,83
Comunidad Foral de Navarra;Bebidas alcoholicas y tabaco;2020;Mayo;104,03
Comunidad Foral de Navarra;Alimentos y bebidas no alcoholicas;2020;Mayo;106,78
Aragon;Alimentos y bebidas no alcoholicas;2020;Mayo;106,04
Region de Murcia;Otros bienes y servicios ;2020;Mayo;103,55
Region de Murcia;Restaurantes y hoteles;2020;Mayo;106,54
Region de Murcia;Ensenyanza;2020;Mayo;105,17
Region de Murcia;Ocio y cultura;2020;Mayo;96,80
Region de Murcia;Comunicaciones;2020;Mayo;104,66
Aragon;Bebidas alcoholicas y tabaco;2020;Mayo;104,31
Region de Murcia;Transporte;2020;Mayo;99,55
Region de Murcia;Sanidad;2020;Mayo;102,25
Region de Murcia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;99,64
Region de Murcia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,32
Region de Murcia;Vestido y calzado;2020;Mayo;111,97
Aragon;Vestido y calzado;2020;Mayo;110,46
Region de Murcia;Bebidas alcoholicas y tabaco;2020;Mayo;104,94
Region de Murcia;Alimentos y bebidas no alcoholicas;2020;Mayo;106,68
Comunidad de Madrid;Otros bienes y servicios ;2020;Mayo;105,88
Comunidad Foral de Navarra;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,73
Comunidad de Madrid;Restaurantes y hoteles;2020;Mayo;108,07
Comunidad Foral de Navarra;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,56
Comunidad Foral de Navarra;Sanidad;2020;Mayo;104,12
Pais Vasco;Ensenyanza;2020;Mayo;104,61
Pais Vasco;Ocio y cultura;2020;Mayo;99,39
Andalucia;Ocio y cultura;2020;Mayo;98,65
Pais Vasco;Comunicaciones;2020;Mayo;105,26
Pais Vasco;Transporte;2020;Mayo;103,61
Pais Vasco;Sanidad;2020;Mayo;102,09
Pais Vasco;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;101,57
Pais Vasco;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;98,77
Andalucia;Ensenyanza;2020;Mayo;104,79
Pais Vasco;Vestido y calzado;2020;Mayo;110,52
Pais Vasco;Bebidas alcoholicas y tabaco;2020;Mayo;104,50
Pais Vasco;Alimentos y bebidas no alcoholicas;2020;Mayo;107,13
Comunidad Foral de Navarra;Otros bienes y servicios ;2020;Mayo;103,88
Comunidad Foral de Navarra;Restaurantes y hoteles;2020;Mayo;108,37
Andalucia;Restaurantes y hoteles;2020;Mayo;107,55
Comunidad Foral de Navarra;Ensenyanza;2020;Mayo;102,67
Comunidad Foral de Navarra;Ocio y cultura;2020;Mayo;98,68
Comunidad Foral de Navarra;Comunicaciones;2020;Mayo;103,32
Comunidad Foral de Navarra;Transporte;2020;Mayo;101,70
Andalucia;Otros bienes y servicios ;2020;Mayo;103,88
Comunitat Valenciana;Transporte;2020;Mayo;100,94
Comunidad de Madrid;Ensenyanza;2020;Mayo;102,75
Comunidad de Madrid;Ocio y cultura;2020;Mayo;100,50
Extremadura;Otros bienes y servicios ;2020;Mayo;103,81
Extremadura;Restaurantes y hoteles;2020;Mayo;107,99
Extremadura;Ensenyanza;2020;Mayo;105,07
Extremadura;Ocio y cultura;2020;Mayo;98,13
Aragon;Ocio y cultura;2020;Mayo;97,62
Extremadura;Comunicaciones;2020;Mayo;104,14
Extremadura;Transporte;2020;Mayo;101,53
Extremadura;Sanidad;2020;Mayo;100,93
Extremadura;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;100,47
Extremadura;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;96,94
Aragon;Ensenyanza;2020;Mayo;103,88
Extremadura;Vestido y calzado;2020;Mayo;109,88
Extremadura;Bebidas alcoholicas y tabaco;2020;Mayo;104,73
Extremadura;Alimentos y bebidas no alcoholicas;2020;Mayo;106,60
Comunitat Valenciana;Otros bienes y servicios ;2020;Mayo;104,22
Comunitat Valenciana;Restaurantes y hoteles;2020;Mayo;108,05
Aragon;Restaurantes y hoteles;2020;Mayo;109,47
Comunitat Valenciana;Ensenyanza;2020;Mayo;102,33
Comunitat Valenciana;Ocio y cultura;2020;Mayo;99,47
Galicia;Alimentos y bebidas no alcoholicas;2020;Mayo;107,15
Aragon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,69
Galicia;Bebidas alcoholicas y tabaco;2020;Mayo;105,42
Galicia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;97,69
Comunidad de Madrid;Comunicaciones;2020;Mayo;106,01
Comunidad de Madrid;Transporte;2020;Mayo;102,67
Comunidad de Madrid;Sanidad;2020;Mayo;101,10
Comunidad de Madrid;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;102,02
Aragon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;99,11
Comunidad de Madrid;Vivienda, agua, electricidad, gas y otros combustibles;2020;Mayo;100,55
Comunidad de Madrid;Vestido y calzado;2020;Mayo;108,02
Comunidad de Madrid;Bebidas alcoholicas y tabaco;2020;Mayo;105,00
Comunidad de Madrid;Alimentos y bebidas no alcoholicas;2020;Mayo;106,32
Galicia;Otros bienes y servicios ;2020;Mayo;103,63
Aragon;Sanidad;2020;Mayo;102,92
Galicia;Restaurantes y hoteles;2020;Mayo;109,30
Galicia;Ensenyanza;2020;Mayo;105,38
Galicia;Ocio y cultura;2020;Mayo;97,89
Galicia;Comunicaciones;2020;Mayo;104,81
Galicia;Transporte;2020;Mayo;100,35
Aragon;Transporte;2020;Mayo;101,01
Galicia;Sanidad;2020;Mayo;103,62
Galicia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Mayo;101,88
Galicia;Vestido y calzado;2020;Mayo;109,02
Andalucia;Alimentos y bebidas no alcoholicas;2020;Mayo;107,26
