id;anfitrion;url;tipo_alojamiento;distrito;precio;gastos_limpieza;plazas;noches_minimas;puntuacion;precio_persona
1713499;2111994;https://www.airbnb.com/rooms/1713499;Private room;Tetuan;30;30;1;7;80;30
1716687;901218;https://www.airbnb.com/rooms/1716687;Private room;Centro;42;28;2;1;91;23,33333333
1717008;4023064;https://www.airbnb.com/rooms/1717008;Entire home/apt;Centro;72;20;2;2;95;41
1731209;4231218;https://www.airbnb.com/rooms/1731209;Entire home/apt;Centro;79;35;5;2;88;27,57142857
1737408;4424222;https://www.airbnb.com/rooms/1737408;Entire home/apt;Moratalaz;110;50;8;3;97;34,54545455
1737767;9137401;https://www.airbnb.com/rooms/1737767;Entire home/apt;Centro;85;25;2;3;98;56
1740906;9145004;https://www.airbnb.com/rooms/1740906;Entire home/apt;Centro;71;30;2;2;91;43
1742183;5537924;https://www.airbnb.com/rooms/1742183;Entire home/apt;Centro;70;20;5;3;93;28,75
1742289;9172209;https://www.airbnb.com/rooms/1742289;Entire home/apt;Centro;45;30;2;3;93;33
1750838;9210324;https://www.airbnb.com/rooms/1750838;Entire home/apt;Centro;50;35;2;3;96;37
1753979;3488397;https://www.airbnb.com/rooms/1753979;Entire home/apt;Centro;66;20;3;2;98;30,4
1755242;4975799;https://www.airbnb.com/rooms/1755242;Entire home/apt;Centro;81;15;4;2;92;29,5
1757563;3150192;https://www.airbnb.com/rooms/1757563;Entire home/apt;Carabanchel;59;20;2;2;90;34,5
1757983;9243583;https://www.airbnb.com/rooms/1757983;Entire home/apt;Arganzuela;89;84;6;5;99;48,09090909
1758536;534128;https://www.airbnb.com/rooms/1758536;Entire home/apt;Centro;185;0;6;3;90;61,66666667
1763683;4292037;https://www.airbnb.com/rooms/1763683;Entire home/apt;Centro;55;30;2;2;92;35
1765529;9277975;https://www.airbnb.com/rooms/1765529;Entire home/apt;Centro;52;20;3;15;93;44,44444444
1768203;9290112;https://www.airbnb.com/rooms/1768203;Entire home/apt;Centro;55;0;4;3;97;23,57142857
1779465;1713524;https://www.airbnb.com/rooms/1779465;Entire home/apt;Centro;120;20;2;2;100;65
1783776;5883486;https://www.airbnb.com/rooms/1783776;Entire home/apt;Centro;75;40;2;4;98;56,66666667
1785371;1470394;https://www.airbnb.com/rooms/1785371;Private room;Centro;20;100;1;60;93;21,31147541
1786233;4023064;https://www.airbnb.com/rooms/1786233;Entire home/apt;Centro;72;20;2;2;95;41
1788097;4231218;https://www.airbnb.com/rooms/1788097;Entire home/apt;Centro;82;35;6;2;91;24,875
1788102;901218;https://www.airbnb.com/rooms/1788102;Private room;Centro;42;28;4;1;93;14
1788674;1714541;https://www.airbnb.com/rooms/1788674;Entire home/apt;Ciudad Lineal;55;25;6;1;82;11,42857143
1790515;8622607;https://www.airbnb.com/rooms/1790515;Private room;Moncloa - Aravaca;25;7;1;2;93;19
1797544;596469;https://www.airbnb.com/rooms/1797544;Hotel room;Salamanca;90;100;2;5;93;78,57142857
1799278;2444553;https://www.airbnb.com/rooms/1799278;Entire home/apt;Centro;55;20;4;3;77;26,42857143
1811287;5542111;https://www.airbnb.com/rooms/1811287;Entire home/apt;Centro;120;55;8;1;84;19,44444444
1819060;9525646;https://www.airbnb.com/rooms/1819060;Entire home/apt;Arganzuela;50;25;2;2;96;31,25
1825060;9551147;https://www.airbnb.com/rooms/1825060;Entire home/apt;Centro;49;20;4;1;93;13,8
1826031;3275902;https://www.airbnb.com/rooms/1826031;Entire home/apt;Centro;85;20;2;90;96;83,36956522
1829496;9570589;https://www.airbnb.com/rooms/1829496;Entire home/apt;Salamanca;90;60;4;3;99;47,14285714
1830224;5542111;https://www.airbnb.com/rooms/1830224;Entire home/apt;Centro;135;55;9;1;82;19
1835915;9597850;https://www.airbnb.com/rooms/1835915;Entire home/apt;Centro;45;40;2;3;92;35
1845903;9643400;https://www.airbnb.com/rooms/1845903;Entire home/apt;Centro;80;0;3;5;89;50
1846137;9644407;https://www.airbnb.com/rooms/1846137;Private room;Centro;20;20;1;15;100;20
1847117;8108510;https://www.airbnb.com/rooms/1847117;Private room;Retiro;39;5;2;1;93;14,66666667
1854759;1364024;https://www.airbnb.com/rooms/1854759;Private room;Latina;31;15;1;6;98;28,71428571
1858255;9696587;https://www.airbnb.com/rooms/1858255;Hotel room;Centro;139;50;6;3;97;51,88888889
1859046;9699624;https://www.airbnb.com/rooms/1859046;Private room;Centro;35;15;2;1;95;16,66666667
1859879;9548677;https://www.airbnb.com/rooms/1859879;Entire home/apt;Centro;76;25;2;3;92;50,6
1864170;534128;https://www.airbnb.com/rooms/1864170;Entire home/apt;Centro;130;0;4;3;80;55,71428571
1865189;1172225;https://www.airbnb.com/rooms/1865189;Private room;Chamberi;100;0;2;3;96;60
1867724;534128;https://www.airbnb.com/rooms/1867724;Entire home/apt;Chamberi;185;0;6;3;40;61,66666667
1868042;534128;https://www.airbnb.com/rooms/1868042;Entire home/apt;Chamberi;194;0;8;3;100;52,90909091
1868069;534128;https://www.airbnb.com/rooms/1868069;Entire home/apt;Chamberi;194;0;8;3;90;52,90909091
1868170;9738650;https://www.airbnb.com/rooms/1868170;Entire home/apt;Centro;100;20;4;4;97;52,5
1870392;901218;https://www.airbnb.com/rooms/1870392;Private room;Centro;38;28;3;1;91;16,5
1870994;8276432;https://www.airbnb.com/rooms/1870994;Entire home/apt;Centro;58;30;3;2;93;29,2
1880524;9790541;https://www.airbnb.com/rooms/1880524;Entire home/apt;Centro;85;45;4;2;95;35,83333333
1888610;8705535;https://www.airbnb.com/rooms/1888610;Entire home/apt;Centro;55;20;4;4;94;30
1890985;5675916;https://www.airbnb.com/rooms/1890985;Private room;Arganzuela;18;10;2;1;94;9,333333333
1894143;8724478;https://www.airbnb.com/rooms/1894143;Entire home/apt;Chamberi;47;0;2;30;96;44,0625
1910871;1985408;https://www.airbnb.com/rooms/1910871;Entire home/apt;Centro;204;167;5;1;97;61,83333333
1913353;82175;https://www.airbnb.com/rooms/1913353;Entire home/apt;Centro;60;30;5;30;73;52,28571429
1917537;9940609;https://www.airbnb.com/rooms/1917537;Private room;Centro;44;0;2;2;97;22
1919606;4068912;https://www.airbnb.com/rooms/1919606;Private room;Centro;38;7;4;1;87;9
1921468;4068912;https://www.airbnb.com/rooms/1921468;Private room;Centro;42;7;4;1;90;9,8
1926546;9278712;https://www.airbnb.com/rooms/1926546;Entire home/apt;Centro;69;20;4;4;98;37
1928731;5149901;https://www.airbnb.com/rooms/1928731;Entire home/apt;Centro;66;20;2;4;96;47,33333333
1940231;9594535;https://www.airbnb.com/rooms/1940231;Private room;Retiro;40;20;3;2;96;20
1942059;1784424;https://www.airbnb.com/rooms/1942059;Entire home/apt;Centro;105;0;6;3;96;35
1947860;498646;https://www.airbnb.com/rooms/1947860;Private room;Puente de Vallecas;26;15;1;2;88;22,33333333
1956372;4068912;https://www.airbnb.com/rooms/1956372;Private room;Centro;42;7;5;1;90;8,166666667
1972094;4068912;https://www.airbnb.com/rooms/1972094;Private room;Centro;39;7;4;1;90;9,2
1973442;10189139;https://www.airbnb.com/rooms/1973442;Private room;Centro;45;0;1;6;99;38,57142857
1978094;7489861;https://www.airbnb.com/rooms/1978094;Entire home/apt;Centro;75;35;4;4;99;41,875
1980372;1732442;https://www.airbnb.com/rooms/1980372;Entire home/apt;Centro;75;60;11;2;95;16,15384615
1980833;9250119;https://www.airbnb.com/rooms/1980833;Entire home/apt;Centro;85;45;3;2;92;43
1981286;10215430;https://www.airbnb.com/rooms/1981286;Entire home/apt;Centro;40;5;2;1;88;15
1990801;4190343;https://www.airbnb.com/rooms/1990801;Entire home/apt;Centro;110;38;6;2;94;32,25
1994074;5542111;https://www.airbnb.com/rooms/1994074;Entire home/apt;Centro;76;40;6;1;84;16,57142857
1996086;4618994;https://www.airbnb.com/rooms/1996086;Entire home/apt;Centro;49;20;2;2;92;29,5
2001012;353738;https://www.airbnb.com/rooms/2001012;Entire home/apt;Centro;63;50;2;28;80;60,46666667
2024446;10402340;https://www.airbnb.com/rooms/2024446;Entire home/apt;Centro;75;50;4;1;100;25
2024643;2444553;https://www.airbnb.com/rooms/2024643;Entire home/apt;Centro;85;0;4;3;82;36,42857143
2052361;10516522;https://www.airbnb.com/rooms/2052361;Entire home/apt;Centro;75;15;3;3;100;40
2052383;6979632;https://www.airbnb.com/rooms/2052383;Entire home/apt;Ciudad Lineal;80;15;4;7;80;52,27272727
2054398;2750053;https://www.airbnb.com/rooms/2054398;Entire home/apt;Tetuan;68;30;3;6;97;48,66666667
2059873;10544543;https://www.airbnb.com/rooms/2059873;Entire home/apt;Chamberi;65;45;2;5;98;52,85714286
2061480;10550853;https://www.airbnb.com/rooms/2061480;Entire home/apt;Centro;59;35;4;3;94;30,28571429
2062465;762655;https://www.airbnb.com/rooms/2062465;Entire home/apt;Centro;75;45;2;12;91;67,5
2065647;3048290;https://www.airbnb.com/rooms/2065647;Entire home/apt;Centro;85;15;4;3;80;38,57142857
2070887;8447678;https://www.airbnb.com/rooms/2070887;Entire home/apt;Centro;90;45;4;2;96;37,5
2081097;6072314;https://www.airbnb.com/rooms/2081097;Private room;Centro;50;10;6;2;82;13,75
2085786;10651006;https://www.airbnb.com/rooms/2085786;Entire home/apt;Centro;68;39;4;3;80;34,71428571
2086594;4839888;https://www.airbnb.com/rooms/2086594;Entire home/apt;Retiro;481;60;8;2;90;102,2
2087574;10654623;https://www.airbnb.com/rooms/2087574;Private room;Centro;35;0;2;5;95;25
2091802;4582755;https://www.airbnb.com/rooms/2091802;Private room;Centro;34;20;2;2;95;22
2093073;6564220;https://www.airbnb.com/rooms/2093073;Entire home/apt;Centro;65;20;2;3;87;43
2093147;4083688;https://www.airbnb.com/rooms/2093147;Private room;Centro;59;20;4;3;91;28,14285714
2095069;4083688;https://www.airbnb.com/rooms/2095069;Entire home/apt;Centro;59;18;4;2;89;22,66666667
2095159;4083688;https://www.airbnb.com/rooms/2095159;Entire home/apt;Centro;55;20;3;3;89;30,83333333
2096590;3048290;https://www.airbnb.com/rooms/2096590;Entire home/apt;Centro;95;15;8;3;87;27,27272727
2099212;10651006;https://www.airbnb.com/rooms/2099212;Entire home/apt;Centro;59;35;2;2;79;38,25
2099260;10651006;https://www.airbnb.com/rooms/2099260;Entire home/apt;Centro;55;35;2;2;80;36,25
2099314;10651006;https://www.airbnb.com/rooms/2099314;Entire home/apt;Centro;99;75;10;2;86;22,75
2100370;3048290;https://www.airbnb.com/rooms/2100370;Entire home/apt;Centro;95;15;7;2;87;22,77777778
2113275;7649063;https://www.airbnb.com/rooms/2113275;Entire home/apt;Centro;57;19;2;2;89;33,25
2114493;2425848;https://www.airbnb.com/rooms/2114493;Entire home/apt;Centro;199;70;6;2;96;58,5
2116360;1091014;https://www.airbnb.com/rooms/2116360;Entire home/apt;Centro;375;85;6;2;92;104,375
2117068;353738;https://www.airbnb.com/rooms/2117068;Entire home/apt;Chamberi;61;60;2;28;68;58,93333333
2117115;927713;https://www.airbnb.com/rooms/2117115;Entire home/apt;Centro;65;45;4;1;96;22
2129154;4023064;https://www.airbnb.com/rooms/2129154;Entire home/apt;Centro;61;20;2;2;94;35,5
2129245;10863262;https://www.airbnb.com/rooms/2129245;Private room;Carabanchel;23;30;1;5;99;24,16666667
2134070;8879142;https://www.airbnb.com/rooms/2134070;Private room;Tetuan;33;0;2;1;83;11
2136159;5542111;https://www.airbnb.com/rooms/2136159;Entire home/apt;Centro;73;40;5;1;83;18,83333333
2136172;2541550;https://www.airbnb.com/rooms/2136172;Entire home/apt;Centro;125;46;9;1;80;17,1
2139191;10916450;https://www.airbnb.com/rooms/2139191;Entire home/apt;Centro;90;40;6;1;83;18,57142857
2143824;10940437;https://www.airbnb.com/rooms/2143824;Shared room;Centro;20;0;10;1;92;1,818181818
2143867;10942518;https://www.airbnb.com/rooms/2143867;Private room;Usera;28;15;2;2;87;17,75
2143961;10940437;https://www.airbnb.com/rooms/2143961;Shared room;Centro;22;0;6;1;91;3,142857143
2144000;10940437;https://www.airbnb.com/rooms/2144000;Shared room;Centro;22;0;8;1;93;2,444444444
2144017;10940437;https://www.airbnb.com/rooms/2144017;Shared room;Centro;21;0;8;1;94;2,333333333
2144404;10942518;https://www.airbnb.com/rooms/2144404;Private room;Usera;28;15;3;2;88;14,2
2150416;10974652;https://www.airbnb.com/rooms/2150416;Entire home/apt;Centro;200;30;5;2;95;61,42857143
2157675;4599639;https://www.airbnb.com/rooms/2157675;Entire home/apt;Retiro;110;70;6;2;89;36,25
2162534;2184051;https://www.airbnb.com/rooms/2162534;Entire home/apt;Centro;50;20;2;1;95;23,33333333
2179527;11116174;https://www.airbnb.com/rooms/2179527;Entire home/apt;Centro;60;35;4;2;90;25,83333333
2181669;427419;https://www.airbnb.com/rooms/2181669;Entire home/apt;Tetuan;65;30;3;3;91;37,5
2186049;11146984;https://www.airbnb.com/rooms/2186049;Entire home/apt;Hortaleza;100;30;5;6;96;57,27272727
2188662;2662680;https://www.airbnb.com/rooms/2188662;Hotel room;Centro;135;58;4;4;99;74,75
2192321;11179787;https://www.airbnb.com/rooms/2192321;Entire home/apt;Carabanchel;31;15;6;12;95;21,5
2207960;11262545;https://www.airbnb.com/rooms/2207960;Private room;Arganzuela;45;5;1;1;92;25
2222916;11342272;https://www.airbnb.com/rooms/2222916;Private room;Centro;30;0;2;1;94;10
2234504;11407661;https://www.airbnb.com/rooms/2234504;Entire home/apt;Centro;49;18;2;6;92;39
2235176;1425071;https://www.airbnb.com/rooms/2235176;Entire home/apt;Moncloa - Aravaca;80;30;3;3;94;45
2247751;11479457;https://www.airbnb.com/rooms/2247751;Entire home/apt;Centro;120;45;4;4;99;65,625
2254525;11385250;https://www.airbnb.com/rooms/2254525;Private room;Centro;35;25;2;1;97;20
2259724;5002446;https://www.airbnb.com/rooms/2259724;Entire home/apt;Centro;79;29;2;1;90;36
2259804;7739367;https://www.airbnb.com/rooms/2259804;Entire home/apt;Centro;65;30;4;2;91;26,66666667
2265000;7033920;https://www.airbnb.com/rooms/2265000;Entire home/apt;Chamartin;95;50;4;4;97;53,75
2269946;2541550;https://www.airbnb.com/rooms/2269946;Entire home/apt;Centro;67;35;4;1;87;20,4
2281129;11650026;https://www.airbnb.com/rooms/2281129;Entire home/apt;Centro;70;40;4;3;92;35,71428571
2289744;5500409;https://www.airbnb.com/rooms/2289744;Entire home/apt;Centro;65;30;2;1;96;31,66666667
2299045;1843216;https://www.airbnb.com/rooms/2299045;Entire home/apt;Centro;69;30;3;4;94;43,71428571
2302853;762655;https://www.airbnb.com/rooms/2302853;Entire home/apt;Centro;75;45;2;12;96;67,5
2310368;8584829;https://www.airbnb.com/rooms/2310368;Entire home/apt;Chamartin;75;40;2;2;96;47,5
2313370;3447304;https://www.airbnb.com/rooms/2313370;Private room;Centro;40;0;2;2;92;20
2319136;8515277;https://www.airbnb.com/rooms/2319136;Entire home/apt;Retiro;137;30;6;2;95;38
2325516;10037966;https://www.airbnb.com/rooms/2325516;Entire home/apt;Arganzuela;58;10;3;3;92;30,66666667
2325805;4615520;https://www.airbnb.com/rooms/2325805;Entire home/apt;Centro;78;25;2;3;94;51,8
2328281;2561320;https://www.airbnb.com/rooms/2328281;Entire home/apt;Centro;140;50;6;2;97;41,25
2335410;7331716;https://www.airbnb.com/rooms/2335410;Entire home/apt;Centro;60;0;3;2;96;24
2342966;11964814;https://www.airbnb.com/rooms/2342966;Private room;Ciudad Lineal;29;0;1;2;91;19,33333333
2346257;2933277;https://www.airbnb.com/rooms/2346257;Entire home/apt;Centro;82;29;3;2;95;38,6
2355344;12027564;https://www.airbnb.com/rooms/2355344;Entire home/apt;Centro;70;20;2;1;96;30
2355580;12028707;https://www.airbnb.com/rooms/2355580;Entire home/apt;Centro;120;50;5;14;93;91,05263158
2355635;12028707;https://www.airbnb.com/rooms/2355635;Entire home/apt;Centro;120;60;6;14;89;87
2355655;12028707;https://www.airbnb.com/rooms/2355655;Entire home/apt;Centro;300;100;10;4;91;92,85714286
2362731;2536524;https://www.airbnb.com/rooms/2362731;Private room;San Blas - Canillejas;25;10;2;28;93;23,66666667
2364463;12077356;https://www.airbnb.com/rooms/2364463;Entire home/apt;Centro;50;20;4;2;94;20
2369290;12105600;https://www.airbnb.com/rooms/2369290;Entire home/apt;Centro;55;41;5;2;89;21,57142857
2375490;757672;https://www.airbnb.com/rooms/2375490;Entire home/apt;Centro;120;40;4;3;97;57,14285714
2380554;4967875;https://www.airbnb.com/rooms/2380554;Entire home/apt;Retiro;94;35;4;2;82;37,16666667
2387880;12183135;https://www.airbnb.com/rooms/2387880;Entire home/apt;Centro;100;25;6;3;97;36,11111111
2393322;5031865;https://www.airbnb.com/rooms/2393322;Entire home/apt;Latina;70;40;5;2;91;25,71428571
2397912;12252321;https://www.airbnb.com/rooms/2397912;Private room;Moncloa - Aravaca;27;5;1;3;98;21,5
2416770;4190343;https://www.airbnb.com/rooms/2416770;Entire home/apt;Centro;75;33;6;2;94;22,875
2417867;8705535;https://www.airbnb.com/rooms/2417867;Entire home/apt;Centro;62;0;4;4;97;31
2441722;12481365;https://www.airbnb.com/rooms/2441722;Entire home/apt;Centro;85;35;6;2;95;25,625
2451913;378073;https://www.airbnb.com/rooms/2451913;Entire home/apt;Centro;85;30;6;3;80;31,66666667
2452815;4975799;https://www.airbnb.com/rooms/2452815;Entire home/apt;Centro;85;15;4;2;95;30,83333333
2471370;5542111;https://www.airbnb.com/rooms/2471370;Entire home/apt;Centro;65;35;4;1;85;20
2472459;12641432;https://www.airbnb.com/rooms/2472459;Entire home/apt;Centro;75;30;4;1;92;21
2482267;12698367;https://www.airbnb.com/rooms/2482267;Entire home/apt;Moncloa - Aravaca;78;25;3;1;96;25,75
2488934;11824804;https://www.airbnb.com/rooms/2488934;Entire home/apt;Centro;85;35;4;3;98;41,42857143
2493084;5514970;https://www.airbnb.com/rooms/2493084;Entire home/apt;Chamartin;175;150;5;1;100;54,16666667
2503991;12791313;https://www.airbnb.com/rooms/2503991;Entire home/apt;Centro;100;40;4;2;88;40
2520679;12904592;https://www.airbnb.com/rooms/2520679;Entire home/apt;Salamanca;90;35;3;4;91;56,42857143
2527911;1890653;https://www.airbnb.com/rooms/2527911;Entire home/apt;Centro;58;0;2;2;93;29
2551440;605612;https://www.airbnb.com/rooms/2551440;Private room;Centro;34;12;1;1;93;23
2558321;13097473;https://www.airbnb.com/rooms/2558321;Entire home/apt;Centro;49;20;3;2;86;23,6
2572249;4677030;https://www.airbnb.com/rooms/2572249;Entire home/apt;Moncloa - Aravaca;90;60;4;30;92;81,17647059
2587493;4008643;https://www.airbnb.com/rooms/2587493;Entire home/apt;Chamartin;125;55;7;2;94;33,88888889
2587755;13250761;https://www.airbnb.com/rooms/2587755;Private room;Chamberi;200;0;3;1;96;50
2588548;13253937;https://www.airbnb.com/rooms/2588548;Entire home/apt;Retiro;100;40;6;2;87;30
2606926;845407;https://www.airbnb.com/rooms/2606926;Entire home/apt;Centro;110;30;2;5;98;82,85714286
2622839;9757922;https://www.airbnb.com/rooms/2622839;Entire home/apt;Centro;80;60;4;1;96;28
2624314;13440901;https://www.airbnb.com/rooms/2624314;Entire home/apt;Centro;100;0;2;3;99;60
2630673;13474925;https://www.airbnb.com/rooms/2630673;Entire home/apt;Centro;50;20;3;5;97;33,75
2630840;2864064;https://www.airbnb.com/rooms/2630840;Entire home/apt;Centro;61;30;4;1;94;18,2
2635535;13492658;https://www.airbnb.com/rooms/2635535;Private room;Centro;24;7;2;3;92;15,8
2638909;13513088;https://www.airbnb.com/rooms/2638909;Entire home/apt;Centro;80;20;5;30;89;69,14285714
2641385;13523635;https://www.airbnb.com/rooms/2641385;Private room;Tetuan;100;0;2;1;95;33,33333333
2644193;13537715;https://www.airbnb.com/rooms/2644193;Entire home/apt;Latina;70;27;4;2;80;27,83333333
2650925;13569734;https://www.airbnb.com/rooms/2650925;Entire home/apt;Centro;109;25;3;2;97;48,6
2652829;13569734;https://www.airbnb.com/rooms/2652829;Entire home/apt;Centro;109;25;2;2;97;60,75
2654613;13590063;https://www.airbnb.com/rooms/2654613;Entire home/apt;Centro;30;15;2;2;88;18,75
2658864;4294898;https://www.airbnb.com/rooms/2658864;Entire home/apt;Centro;46;20;2;1;80;22
2673231;13686767;https://www.airbnb.com/rooms/2673231;Entire home/apt;Chamberi;60;20;4;1;60;16
2676912;3447304;https://www.airbnb.com/rooms/2676912;Private room;Centro;40;0;2;2;92;20
2682364;13732037;https://www.airbnb.com/rooms/2682364;Entire home/apt;Centro;75;20;4;2;88;28,33333333
2684726;13742566;https://www.airbnb.com/rooms/2684726;Entire home/apt;Centro;60;25;4;2;94;24,16666667
2684767;13742566;https://www.airbnb.com/rooms/2684767;Entire home/apt;Centro;67;30;3;2;94;32,8
2686592;13751801;https://www.airbnb.com/rooms/2686592;Private room;Centro;21;10;1;20;83;20,47619048
2701211;1650712;https://www.airbnb.com/rooms/2701211;Entire home/apt;Salamanca;165;70;4;3;84;80,71428571
2704499;13841663;https://www.airbnb.com/rooms/2704499;Entire home/apt;Centro;85;20;3;2;100;38
2706194;1843216;https://www.airbnb.com/rooms/2706194;Entire home/apt;Centro;69;30;4;4;94;38,25
2707743;5542111;https://www.airbnb.com/rooms/2707743;Entire home/apt;Centro;67;39;5;1;86;17,66666667
